Month,Week,Day of week,Channel Group,Description EN,Typol,Time slot,Time start,Male-Rating%,Male-Share,Female-Rating%,Female-Share,4-9-Rating%,4-9-Share,10-14-Rating%,10-14-Share,15-19-Rating%,15-19-Share,20-29-Rating%,20-29-Share,30-39-Rating%,30-39-Share,40-49-Rating%,40-49-Share,50-64-Rating%,50-64-Share,65+-Rating%,65+-Share,Mitrovica-Rating%,Mitrovica-Share,Gjilan-Rating%,Gjilan-Share,Peje-Rating%,Peje-Share,Prizren-Rating%,Prizren-Share,Prizren-Rating%,Prizren-Share,Ferizaj-Rating%,Ferizaj-Share,Pristina-Rating%,Pristina-Share
March,Week 10,Monday,RTV 21 Group,Emri im eshte Engjell,Serial,02:00:00-26:00:00,02:05:00,0.32,10.27,0.34,13.49,0,0,0,0,0,0,0,0,1.08,22.26,1.26,47.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,26.5
March,Week 10,Monday,RTV 21 Group,Emri im eshte Engjell,Serial,02:00:00-26:00:00,02:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,Emri im eshte Engjell,Serial,02:00:00-26:00:00,20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,Emri im eshte Engjell,Serial,02:00:00-26:00:00,20:00:00,5.51,14.95,6.72,20.26,4.61,20.25,6.19,17.39,6.38,32.71,6.61,19.48,4.62,13.87,8.07,18.87,6.3,13.47,6.25,12.42,1.81,4.43,10.02,21.24,5.48,23.47,7.02,29.03,9.36,23.41,1.06,2.41,6.16,18.81
March,Week 10,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,02:00:00,0.32,7.03,0.34,12.59,0,0,0,0,0,0,0,0,1.08,22.26,1.26,37.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,26.5
March,Week 10,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,07:00:00,0.52,16.17,0.12,9.97,1.24,40.55,0,0,0,0,0.13,6.31,0.26,11.1,0.29,14.84,0.57,14.13,0.04,9.09,0,0,0,0,1.06,24.55,1.21,26.7,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,08:00:00,2.64,29.42,1.56,19.13,5.41,44.15,0.58,8.47,0,0,1.64,24.89,2.02,23.02,3.54,40.57,1.43,13.59,2.12,14.65,0,0,0,0,1.25,25.11,3.45,46.82,2.43,52.08,3.99,32.44,3.19,26.32
March,Week 10,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,09:00:00,3.03,20.94,2.23,17.27,5.41,41.84,0.64,5.5,0,0,3.54,26.71,1.76,13.32,3.15,22.3,2.75,14.4,3.48,14.9,0.38,4.32,0,0,0.57,3.29,4.82,48.74,7.74,39.72,0,0,3.97,26.83
March,Week 10,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,10:00:00,3.19,14.54,2.57,13.96,5.41,29.03,0,0,0,0,3.44,18.93,2.69,12.91,1.36,5.82,4.01,15.35,7.17,25.9,1.11,6.1,0.71,3.41,0,0,5.38,33.09,7.74,39.72,0,0,3.96,19.04
March,Week 10,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,11:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,11:00:00,3.73,16.02,3.34,17.04,5.41,29.45,0,0,0.4,3.39,4.46,23.56,4.11,16.42,2.44,8.73,5.74,22.04,4.99,17.65,1.11,6.57,0.3,1.16,0,0,5.27,27.84,7.74,40.02,0,0,6.56,32.21
March,Week 10,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,12:00:00,5.41,22.89,2.69,13.51,7.48,43.92,0,0,2.57,19.03,3.78,20.24,5.33,21.54,3.91,14.23,4.11,14.06,4.89,14.46,1.11,5.02,2.34,10.14,2.8,10.54,6.82,38.25,3.87,23.52,0,0,6.25,30.91
March,Week 10,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,13:00:00,6.73,25.94,3.11,14.78,7.48,39.17,0.92,5.28,1.09,7.1,3.88,22.35,5.59,22.88,6.64,21.25,6.38,20.15,8.42,21.69,1.11,5.63,2.4,10.41,1.3,5.28,8.47,44.19,8.27,40.2,0,0,7.72,32.59
March,Week 10,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,13:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,14:00:00,5.19,22.12,2.38,11.41,5.41,26.97,0.58,3.69,0,0,3.03,17.22,5.59,23.68,5.62,19.2,4.58,16.97,5.25,13.08,1.11,6.01,0,0,1.3,5.2,6.92,32.1,8.27,29.34,0,0,6.03,29.14
March,Week 10,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,14:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,15:00:00,6.56,25.84,2.73,12.13,5.41,27.66,2.18,12.16,2.24,15.58,3.88,19.53,5.25,20.65,6.84,21.45,5.15,20.04,6.85,15.17,1.65,8.89,0.14,0.65,6.56,25.3,7.73,34.68,9.68,34.05,0,0,6.03,24
March,Week 10,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,15:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,16:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,FLASH,Lajme,02:00:00-26:00:00,16:00:00,5.68,20.86,3.07,12.91,2.41,11.34,5.18,24.23,0.09,0.63,2.89,12.62,4.21,16.78,6.95,21.7,6.1,20.62,9.62,21.71,3.37,18.19,2.69,11.31,8.82,36.84,6.01,26.48,8.27,29.08,0,0,3.41,11.34
March,Week 10,Monday,RTV 21 Group,Muzike argetuese,Muzike,02:00:00-26:00:00,03:35:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,Muzike argetuese,Muzike,02:00:00-26:00:00,03:35:00,0.32,11.66,0.34,16.77,0,0,0,0,0,0,0,0,1.08,24.04,1.26,64.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,29.59
March,Week 10,Monday,RTV 21 Group,Muzike argetuese,Muzike,02:00:00-26:00:00,05:30:00,0.01,0.63,0.01,3.62,0,0,0,0,0,0,0,0,0.04,22.77,0.04,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,5.42
March,Week 10,Monday,RTV 21 Group,Muzike argetuese,Muzike,02:00:00-26:00:00,05:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,Muzike popullore,Muzike,02:00:00-26:00:00,06:30:00,0.01,0.21,0,0.2,0,0,0,0,0,0,0,0.12,0.01,0.41,0,0.29,0,0,0.02,1.16,0,0,0,0,0.04,0.82,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,Muzike popullore,Muzike,02:00:00-26:00:00,06:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,Muzike popullore,Muzike,02:00:00-26:00:00,14:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,Muzike popullore,Muzike,02:00:00-26:00:00,14:05:00,5.4,23.01,2.39,11.39,5.41,27.63,0.58,3.69,0.22,1.99,3.46,19.11,5.59,23.68,5.71,19.74,4.48,16.52,5.25,13.01,1.11,6.01,0,0,1.3,5.2,7.07,34.02,9.17,32.32,0,0,6.09,29.78
March,Week 10,Monday,RTV 21 Group,Peng i Dashurise,Serial,02:00:00-26:00:00,15:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,Peng i Dashurise,Serial,02:00:00-26:00:00,15:10:00,5.7,21.96,2.78,12.3,3.5,18.04,4.17,20.71,0.2,1.36,3.35,15.88,3.73,15.1,6.15,19.22,5.83,22.6,9.16,20.64,3.07,16.6,1.42,6.1,8.82,34.83,5.56,24.02,8.99,31.61,0,0,3.92,15.43
March,Week 10,Monday,RTV 21 Group,Per dite te mbare,Emision i mengjesit,02:00:00-26:00:00,07:05:00,1.54,25.66,0.37,8.43,3.57,49.61,0.02,0.48,0,0,0.81,19.69,1.09,16.74,1.42,28.77,0.09,1.15,0.34,5.77,0,0,0,0,1.02,25.07,1.71,38.65,0.04,2.28,2.36,23.88,1.34,17.59
March,Week 10,Monday,RTV 21 Group,Per dite te mbare,Emision i mengjesit,02:00:00-26:00:00,07:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,Per dite te mbare,Emision i mengjesit,02:00:00-26:00:00,08:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,Per dite te mbare,Emision i mengjesit,02:00:00-26:00:00,08:05:00,3.33,30.67,2.05,19.45,5.41,42.73,0.98,10.16,0.35,9.86,3.09,35.15,1.99,18.72,3.95,34.76,1.89,13.86,4.04,21.58,0.43,5.02,0,0,1.41,15.66,4.73,45.89,3.71,27.46,3.77,30.01,3.96,29.99
March,Week 10,Monday,RTV 21 Group,Prite te gjelbren,Emision argetues,02:00:00-26:00:00,09:10:00,3.36,18.13,2.36,14.95,5.41,35.72,0.32,2.04,0,0,3.6,23.58,2.41,14.51,2.33,12.24,3.61,15.71,5.54,21.57,1.39,8.67,0.06,0.41,0.08,0.46,5.08,31.86,7.74,39.72,0,0,4.26,23.72
March,Week 10,Monday,RTV 21 Group,Prite te gjelbren,Emision argetues,02:00:00-26:00:00,09:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,Prite te gjelbren,Emision argetues,02:00:00-26:00:00,10:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,Prite te gjelbren,Emision argetues,02:00:00-26:00:00,10:05:00,3.65,15.87,2.92,15.42,5.43,27.95,0.14,0.84,0.26,2.41,4.46,24.14,3.85,16.41,1.44,5.51,4.88,19.01,5.32,18.52,1.12,6.34,0.12,0.5,0,0,4.98,30.64,7.9,42.96,0,0,5.93,26.62
March,Week 10,Monday,RTV 21 Group,Prite te gjelbren,Emision argetues,02:00:00-26:00:00,11:05:00,3.62,15.44,2.67,13.41,5.94,34.28,0,0,0.76,6.12,4.28,21.2,4.02,15.88,0.94,3.45,4.56,15.62,3.53,12.16,1.16,5.19,0.72,3.16,0.48,1.86,2.71,14.78,8.33,46.91,0,0,6.24,31.77
March,Week 10,Monday,RTV 21 Group,Prite te gjelbren,Emision argetues,02:00:00-26:00:00,11:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,Prite te gjelbren,Emision argetues,02:00:00-26:00:00,12:05:00,6.24,24.58,2.57,12.82,7.51,40.08,0.39,2.69,2.62,17.73,3.26,18.34,5.35,21.61,5.01,16.52,5.37,17.77,6.37,17.87,1.33,6.29,2.35,10.16,2.43,9.28,8.3,43.94,4.2,24.18,0.22,0.53,6.47,30.85
March,Week 10,Monday,RTV 21 Group,Prite te gjelbren,Emision argetues,02:00:00-26:00:00,12:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,SMART SHOP,Reklama,02:00:00-26:00:00,09:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,SMART SHOP,Reklama,02:00:00-26:00:00,09:05:00,2.98,19.52,2.31,17.43,5.41,40.43,1.22,10.04,0,0,3.54,25.85,1.76,12.76,3.15,19.78,2.75,14.25,2.84,11.83,0.51,5.25,0,0,0.57,3.29,4.82,38.43,7.74,39.72,0,0,3.97,26.83
March,Week 10,Monday,RTV 21 Group,START UP,Emision,02:00:00-26:00:00,22:30:00,2.88,11.12,1.77,8.24,2.51,13.04,2.21,12.15,1.38,9.93,2.22,10.56,3.52,12.74,1.81,8.06,3.33,8.9,0.52,1.65,0.07,0.33,0.77,2.14,0.51,4.87,9.17,42.99,0.43,1.68,0,0,1.7,7.06
March,Week 10,Monday,RTV 21 Group,START UP,Emision,02:00:00-26:00:00,22:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,TV SHOP,Reklama,02:00:00-26:00:00,14:35:00,6.06,24.65,2.94,13.39,5.45,27.87,0.9,5.05,2.62,18.96,3.61,18.92,5.48,22.95,7.44,24.03,4.21,16.32,6.81,15.69,1.11,6.06,0.31,1.45,1.3,5,8.46,40.65,9.68,34.05,2.01,6.48,6.54,27.17
March,Week 10,Monday,RTV 21 Group,TV SHOP,Reklama,02:00:00-26:00:00,14:35:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,TV SHOP,Reklama,02:00:00-26:00:00,17:30:00,2.77,9.14,1.42,5.46,1.89,8.58,0.11,0.48,0.12,0.95,1.77,7.32,4.16,13.36,0.5,1.47,6.17,15.02,0.55,1.4,1.1,3.71,2.2,7.27,1.79,6.9,1.25,5.1,2.11,15.61,1.57,3.94,3.3,11.07
March,Week 10,Monday,RTV 21 Group,TV SHOP,Reklama,02:00:00-26:00:00,17:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,VOA,Lajme,02:00:00-26:00:00,06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,VOA,Lajme,02:00:00-26:00:00,06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,RTV 21 Group,VOA,Lajme,02:00:00-26:00:00,18:00:00,3.45,10.62,2.67,9.65,0.14,0.61,3.96,14.01,3.94,34.18,2,7.64,3.56,10.91,2.69,7.25,5.78,12.92,2.79,7.03,0.73,2.12,6.18,16.53,1.3,5.87,0.6,2.47,0.22,1.86,0.42,0.99,6,18.97
March,Week 10,Monday,RTV 21 Group,VOA,Lajme,02:00:00-26:00:00,18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,TV Dukagjini Group,Blloku 10 + Top Shop,Reklama,02:00:00-26:00:00,16:20:00,1.78,6.47,0.83,3.51,0,0,0,0,0,0,0.68,3.08,2.16,8.87,0.28,0.88,3.79,11.17,4.72,10.65,0,0,3.81,15.51,1.19,4.52,1.3,5.5,2.6,9.15,0,0,0.61,2.15
March,Week 10,Monday,TV Dukagjini Group,Blloku 10 + Top Shop,Reklama,02:00:00-26:00:00,16:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,TV Dukagjini Group,Blloku 11,Reklama,02:00:00-26:00:00,17:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,TV Dukagjini Group,Blloku 11,Reklama,02:00:00-26:00:00,17:50:00,1,3.26,0.76,2.89,0,0,0,0,0,0,0.46,1.85,1.88,5.84,0,0,2.81,6.59,2.12,5.81,0,0,4.36,12.85,1.44,6,0,0,0.26,2.16,0,0,0.1,0.32
March,Week 10,Monday,TV Dukagjini Group,Blloku 12,Reklama,02:00:00-26:00:00,18:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,TV Dukagjini Group,Blloku 12,Reklama,02:00:00-26:00:00,18:20:00,2.26,7.1,1.14,4.18,0,0,4.33,15.02,0,0,0.48,1.83,1.88,6.03,4.29,11.15,1.38,3.22,1.87,4.86,0,0,10.18,26.36,0.58,2.69,0,0,0,0,0,0,0.1,0.32
March,Week 10,Monday,TV Dukagjini Group,Blloku 13,Reklama,02:00:00-26:00:00,18:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,TV Dukagjini Group,Blloku 13,Reklama,02:00:00-26:00:00,18:50:00,2.59,8.29,1.27,4.59,0,0,4.33,14.93,1.54,10.39,0.53,1.97,1.88,6.43,5.11,12.43,0.98,2.28,1.87,5.2,0,0,11.86,27.28,0.07,0.32,0,0,0,0,0,0,0.13,0.48
March,Week 10,Monday,TV Dukagjini Group,Blloku 14 A,Reklama,02:00:00-26:00:00,19:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,TV Dukagjini Group,Blloku 14 A,Reklama,02:00:00-26:00:00,19:20:00,4.07,12.08,1.99,6.44,0,0,4.33,13.82,3.84,20.52,1.99,6.47,1.88,6.23,8.88,19.52,1.46,3.34,2.57,5.87,0,0,14.4,30.29,0,0,0,0,0,0,0.7,1.65,2.46,8.42
March,Week 10,Monday,TV Dukagjini Group,Blloku 14 B,Reklama,02:00:00-26:00:00,19:30:00,3.54,10.83,1.71,5.64,0,0,4.33,13.82,3.84,22.13,0.71,2.35,2.53,8.77,7.45,16.37,1.04,2.38,2.01,4.59,0,0,14.4,30.29,0,0,0.58,3,0,0,0.14,0.44,0.8,2.73
March,Week 10,Monday,TV Dukagjini Group,Blloku 14 B,Reklama,02:00:00-26:00:00,19:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,TV Dukagjini Group,Blloku 15,Reklama,02:00:00-26:00:00,20:20:00,3.22,8.95,1.81,5.62,0,0,4.33,11.56,0,0,1.6,4.84,3.88,12.64,4.58,10.94,2.95,6.38,2.77,5.48,0.3,0.74,10.18,21.41,0,0,0.38,1.63,0,0,0,0,2.81,9.37
March,Week 10,Monday,TV Dukagjini Group,Blloku 15,Reklama,02:00:00-26:00:00,20:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,TV Dukagjini Group,Blloku 16,Reklama,02:00:00-26:00:00,22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,TV Dukagjini Group,Blloku 16,Reklama,02:00:00-26:00:00,22:00:00,3.73,10.36,3.2,9.98,0,0,0.36,1.41,0.55,3.49,3.23,9.59,7.63,19.67,1.35,3.88,7.42,14.96,6.64,14.66,1.86,4.73,6.19,14.67,1.8,11.92,0.43,1.53,7.53,20.77,0,0,5.12,15.18
March,Week 10,Monday,TV Dukagjini Group,Blloku 4 + Top Shop,Reklama,02:00:00-26:00:00,08:50:00,0.63,4.68,0.34,2.71,0,0,0.56,4.73,0.93,19.17,0.19,1.52,0.39,3.38,0.39,2.91,0.91,4.91,0.95,4.28,0.45,5.08,0.19,1.74,0,0,1.17,10.98,0,0,0,0,0.66,4.47
March,Week 10,Monday,TV Dukagjini Group,Blloku 4 + Top Shop,Reklama,02:00:00-26:00:00,08:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,TV Dukagjini Group,Blloku 6 + Top Shop,Reklama,02:00:00-26:00:00,11:30:00,1.35,5.76,1.57,7.9,0.13,0.77,0,0,0,0,2.88,14.11,2.32,9.14,0.28,1.02,2.63,8.72,2.55,9.19,5.17,22.47,3.03,14.3,0,0,0.26,1.47,0,0,0,0,0.76,3.89
March,Week 10,Monday,TV Dukagjini Group,Blloku 6 + Top Shop,Reklama,02:00:00-26:00:00,11:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,TV Dukagjini Group,Blloku 7 + Top Shop,Reklama,02:00:00-26:00:00,12:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,TV Dukagjini Group,Blloku 7 + Top Shop,Reklama,02:00:00-26:00:00,12:30:00,0.53,2.06,1.2,5.91,0,0,0,0,0.17,1.13,0.46,2.71,1.44,5.9,1.39,4.46,2.68,8.8,0.35,0.94,0.72,3.74,0.73,3.18,0.23,0.9,1.07,5.5,0,0,4.85,11.18,0.28,1.31
March,Week 10,Monday,TV Dukagjini Group,Blloku 9 + Top Shop,Reklama,02:00:00-26:00:00,15:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,TV Dukagjini Group,Blloku 9 + Top Shop,Reklama,02:00:00-26:00:00,15:30:00,0.56,2.11,1,4.36,0,0,0,0,0,0,0.33,1.52,2.63,10.52,0.18,0.56,0.68,2.67,2.68,5.93,0,0,2.41,10.19,0,0,1.88,7.84,0.09,0.33,0,0,0.18,0.68
March,Week 10,Monday,TV Dukagjini Group,City Shop,Reklama,02:00:00-26:00:00,11:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,TV Dukagjini Group,City Shop,Reklama,02:00:00-26:00:00,11:00:00,1.89,8.04,1.92,9.66,0.63,3.49,0,0,0,0,3.16,15.74,3.58,14.08,0.23,0.87,3.33,11.88,3.25,11.28,3.91,18.78,3.97,16.55,0,0,1.16,6.07,0.94,5.16,0,0,1.61,8.03
March,Week 10,Monday,TV Dukagjini Group,City Shop,Reklama,02:00:00-26:00:00,13:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,TV Dukagjini Group,City Shop,Reklama,02:00:00-26:00:00,13:30:00,0.18,0.79,0.56,2.77,0,0,0,0,0,0,0.08,0.52,0.19,0.76,1.23,4.35,0.84,3.22,0.89,2.37,1.72,11.04,0,0,0,0,0.04,0.22,0,0,0.69,2.23,0.25,1.12
March,Week 10,Monday,TV Dukagjini Group,DUELI Ditor,Emision sportiv,02:00:00-26:00:00,19:35:00,2.99,8.84,1.51,4.88,0,0,4.33,13.98,2.5,13.98,0.76,2.4,1.88,6.33,6.08,13.4,1.37,3.08,1.87,4.17,0,0,12.92,27.43,1.08,4.44,0,0,0,0,0,0,0.31,1.07
March,Week 10,Monday,TV Dukagjini Group,DUELI Ditor,Emision sportiv,02:00:00-26:00:00,19:35:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 10,Monday,TV Dukagjini Group,Debat Plus,Debat,02:00:00-26:00:00,22:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
March,Week 10,Monday,TV Dukagjini Group,Debat Plus,Debat,02:00:00-26:00:00,22:15:00,2.54,9.94,4.16,18.96,0.17,0.85,0.37,2.07,0.17,1.25,5,23.58,5.3,19.01,2.73,12.17,8.16,22,2.08,6.75,1.17,5.66,1.9,5.45,2.77,27.97,0.17,0.8,7.45,29.54,8.26,29.93,5.16,21.55
March,Week 10,Monday,TV Dukagjini Group,Debat Plus - R,Debat,02:00:00-26:00:00,14:00:00,0.08,0.33,0.62,2.88,0,0,0.02,0.12,0.02,0.18,0.01,0.03,0.27,1.16,1.19,3.99,0.51,1.94,1.16,2.79,1.64,8.87,0,0,0,0,0.36,1.71,0,0,0,0,0.19,0.88
March,Week 10,Monday,TV Dukagjini Group,Debat Plus - R,Debat,02:00:00-26:00:00,14:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
