Month,Week,Day of week,Channel Group,Description EN,Typol,Time slot,Time start,Male-Rating%,Male-Share,Female-Rating%,Female-Share,4-9-Rating%,4-9-Share,10-14-Rating%,10-14-Share,15-19-Rating%,15-19-Share,20-29-Rating%,20-29-Share,30-39-Rating%,30-39-Share,40-49-Rating%,40-49-Share,50-64-Rating%,50-64-Share,65+-Rating%,65+-Share,Mitrovica-Rating%,Mitrovica-Share,Gjilan-Rating%,Gjilan-Share,Peje-Rating%,Peje-Share,Prizren-Rating%,Prizren-Share,Prizren-Rating%,Prizren-Share,Ferizaj-Rating%,Ferizaj-Share,Pristina-Rating%,Pristina-Share
March,Week 11,Tuesday,KTV Group,Bota e se ardhmes,Dokumentar seri,02:00:00-26:00:00,06:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,City Shop,Reklama,02:00:00-26:00:00,12:10:00,0.05,0.22,0.08,0.35,0,0,0,0,0,0,0.18,0.88,0,0,0.06,0.23,0.21,0.64,0,0,0,0,0,0,0.15,0.84,0,0,0,0,0,0,0.19,1.01
March,Week 11,Tuesday,KTV Group,City Shop,Reklama,02:00:00-26:00:00,12:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,City Shop,Reklama,02:00:00-26:00:00,15:10:00,2.71,9.5,1.2,4.68,0,0,0.3,1,0.77,4.2,1.89,7.58,1.11,4.89,4.12,13.33,3.88,10.67,4.43,10.8,1.06,3.44,1.69,5.19,0,0,5.27,29.17,0,0,3.27,11.82,1.36,4.82
March,Week 11,Tuesday,KTV Group,City Shop,Reklama,02:00:00-26:00:00,15:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Codex - r,Emision informativ,02:00:00-26:00:00,14:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Codex - r,Emision informativ,02:00:00-26:00:00,14:00:00,0.72,2.66,0.63,2.46,0,0,0,0,0.18,1.06,0.36,1.39,0.36,1.63,1.06,3.44,1.76,5.16,2.53,6.23,0.26,0.92,1.18,3.54,0,0,1.84,10.3,0.07,0.23,0,0,0.46,1.74
March,Week 11,Tuesday,KTV Group,Desku,Debat,02:00:00-26:00:00,20:10:00,2.43,6.4,1.15,3.03,2.2,9.47,1.24,3.82,0.28,0.96,1.29,3.57,1.7,4.12,4.04,9.14,2.32,4.56,0.95,1.96,1.19,3.06,1.94,4.33,1.88,7.12,0.79,2.28,0.05,0.2,3.69,6.92,2.55,6.62
March,Week 11,Tuesday,KTV Group,Desku,Debat,02:00:00-26:00:00,20:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
March,Week 11,Tuesday,KTV Group,Desku - r,Debat,02:00:00-26:00:00,03:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Desku - r,Debat,02:00:00-26:00:00,03:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Express,Emision i pasdites,02:00:00-26:00:00,10:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Express,Emision i pasdites,02:00:00-26:00:00,10:45:00,0.24,0.99,0.52,2.48,0,0,0,0,0.53,3.89,0.08,0.45,0.52,2.68,1.24,4.4,0.45,1.45,0.2,0.47,0.33,1.53,1.15,3.37,0.13,0.79,0.34,1.46,0.01,0.07,0,0,0.3,1.78
March,Week 11,Tuesday,KTV Group,Express,Emision i pasdites,02:00:00-26:00:00,16:30:00,0.07,0.26,0.03,0.1,0,0,0,0,0,0,0,0,0.09,0.35,0.13,0.38,0,0,0.24,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.62
March,Week 11,Tuesday,KTV Group,Express,Emision i pasdites,02:00:00-26:00:00,16:30:00,1.99,7.64,1.26,4.45,0,0,1.14,3.77,0.48,2.59,1.58,6.39,1.73,6.63,2.77,8.18,3.26,9.48,1.89,4.89,2.12,6.18,0.86,2.43,0,0,3.72,16.38,0.05,0.2,3.29,11.45,1.04,3.82
March,Week 11,Tuesday,KTV Group,Express,Emision i pasdites,02:00:00-26:00:00,17:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
March,Week 11,Tuesday,KTV Group,Express,Emision i pasdites,02:00:00-26:00:00,17:15:00,1.55,4.65,1.2,3.66,1.29,5.15,0.58,1.71,0.34,1.72,1.34,4.12,1.72,4.67,2.07,6.07,2.16,5.18,1.04,2.55,1.87,5.03,0.59,1.48,1.3,8.41,1.93,6.05,0,0,1.35,3.67,1.57,4.29
March,Week 11,Tuesday,KTV Group,Express - r,Emision i pasdites,02:00:00-26:00:00,02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Express - r,Emision i pasdites,02:00:00-26:00:00,02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Express - r,Emision i pasdites,02:00:00-26:00:00,03:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Express - r,Emision i pasdites,02:00:00-26:00:00,03:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Express - r,Emision i pasdites,02:00:00-26:00:00,10:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Express - r,Emision i pasdites,02:00:00-26:00:00,10:05:00,0.64,2.82,0.88,4.84,0.14,0.77,0,0,1.34,11.12,0.29,2.42,1.2,5.35,1.89,8.11,0.6,2.12,0.58,1.59,0,0,1.92,7.42,0,0,2.28,11.95,0,0,0,0,0.23,1.24
March,Week 11,Tuesday,KTV Group,Gjithologet,Emision argetues,02:00:00-26:00:00,10:00:00,2.56,11.1,1.26,7.53,3.6,18.73,0,0,1.34,9.6,1.74,16.76,3.72,16.68,1.05,4.51,1.46,5.71,1.7,4.98,0,0,0.4,1.9,1.16,4.6,9.81,39.25,0,0,0,0,0.1,0.62
March,Week 11,Tuesday,KTV Group,Gjithologet,Emision argetues,02:00:00-26:00:00,10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Gjithologet - r,Emision argetues,02:00:00-26:00:00,05:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Gjithologet - r,Emision argetues,02:00:00-26:00:00,05:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Gjithologet - r,Emision argetues,02:00:00-26:00:00,20:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Gjithologet - r,Emision argetues,02:00:00-26:00:00,20:05:00,3.06,8.1,2.06,5.48,2.82,11.2,2.75,8.25,0,0,1.63,4.59,2.43,5.84,6,13.67,3.05,6.49,1.51,3.14,3.94,10.84,1.8,4.24,1.67,6.28,0,0,0,0,3.92,8.59,4.41,11.25
March,Week 11,Tuesday,KTV Group,Interaktiv,Emision i mbremjes,02:00:00-26:00:00,22:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Interaktiv,Emision i mbremjes,02:00:00-26:00:00,22:30:00,1.04,3.83,0.6,2.32,0.02,0.12,0.03,0.17,0.28,1.18,0.9,3.42,0.08,0.24,1.26,5.05,2.46,6.9,1.97,5.96,1.43,5.05,0.21,0.61,0.95,5.93,0.23,0.88,1.12,4.57,2.43,7.75,0.66,2.69
March,Week 11,Tuesday,KTV Group,Interaktiv - Biseda - r,Emision i mbremjes,02:00:00-26:00:00,05:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Interaktiv - Biseda - r,Emision i mbremjes,02:00:00-26:00:00,05:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Jeta,Emision argetues,02:00:00-26:00:00,13:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Jeta,Emision argetues,02:00:00-26:00:00,13:15:00,0.58,2.31,1.03,4.41,0,0,0,0,0,0,0.68,3.02,0.08,0.41,1.66,5.61,2.04,6.24,2.85,7.49,0,0,1.54,4.42,0.04,0.31,2.54,13.08,0.05,0.15,0.71,2.61,0.24,1.05
March,Week 11,Tuesday,KTV Group,Koha e lajmeve,Lajme,02:00:00-26:00:00,03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Koha e lajmeve,Lajme,02:00:00-26:00:00,03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Koha e lajmeve,Lajme,02:00:00-26:00:00,05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Koha e lajmeve,Lajme,02:00:00-26:00:00,05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Koha e lajmeve,Lajme,02:00:00-26:00:00,06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Koha e lajmeve,Lajme,02:00:00-26:00:00,06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Koha e lajmeve,Lajme,02:00:00-26:00:00,09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Koha e lajmeve,Lajme,02:00:00-26:00:00,09:00:00,2.43,15.43,1.45,11.68,3.6,41.63,2.28,16.12,2.74,44.69,1.75,18.34,1.88,11.37,0.83,5.84,0.77,3.18,2.16,8.99,0,0,0,0,0,0,5.4,23.13,0,0,0,0,3.53,37.87
March,Week 11,Tuesday,KTV Group,Koha e lajmeve,Lajme,02:00:00-26:00:00,12:00:00,0.23,0.9,0.71,3.06,0,0,0.1,0.47,0,0,0.25,1.11,0,0,1.85,6.72,0.31,0.9,1.97,4.28,0,0,0,0,0.3,1.64,1.31,6.07,0.7,4.19,0,0,0.57,3.18
March,Week 11,Tuesday,KTV Group,Koha e lajmeve,Lajme,02:00:00-26:00:00,12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Koha e lajmeve,Lajme,02:00:00-26:00:00,15:00:00,3.46,12.62,2.75,10.94,0,0,2.25,7.42,3.1,16.86,4.07,17.14,1.11,4.98,4.83,15.76,3.27,9.74,8.05,20.53,0.64,2.24,4.24,13,0,0,5.27,30.32,0,0,0.33,1.35,4.99,17.85
March,Week 11,Tuesday,KTV Group,Koha e lajmeve,Lajme,02:00:00-26:00:00,15:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Koha e lajmeve,Lajme,02:00:00-26:00:00,17:00:00,3.43,12.16,3.03,9.95,0.47,2.7,2.09,5.78,0.91,4.98,2.37,8.71,5.05,17.39,3.69,11.14,6.43,16.73,4.93,12.72,6.55,16.88,2.79,7.69,0.09,0.66,5.9,25.1,0.51,1.88,3.37,11.5,1.85,6.1
March,Week 11,Tuesday,KTV Group,Koha e lajmeve,Lajme,02:00:00-26:00:00,17:00:00,0.02,0.06,0.01,0.02,0,0,0,0,0,0,0,0,0.02,0.07,0.03,0.09,0,0,0.06,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.13
March,Week 11,Tuesday,KTV Group,Lajmet e mbremjes,Lajme,02:00:00-26:00:00,19:00:00,0.25,0.7,0.11,0.3,0,0,0,0,0,0,0.43,1.26,0,0,0.79,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46,4.77,0,0
March,Week 11,Tuesday,KTV Group,Lajmet e mbremjes,Lajme,02:00:00-26:00:00,19:00:00,10.63,29.62,8.86,24.54,3.32,13.51,10.1,29.83,8.09,29.66,7.4,21.77,11.32,27.45,17.36,42.12,11.03,24.34,9.41,23.64,9.87,28.16,12.24,30.49,9.29,40.77,5.93,15.07,4.82,32.66,10.34,20.06,11.91,31.3
March,Week 11,Tuesday,KTV Group,Marketing,Reklama,02:00:00-26:00:00,20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Marketing,Reklama,02:00:00-26:00:00,20:00:00,3.01,8.1,2.79,7.53,2.82,11.2,3.96,11.79,0.27,0.94,2.75,8.04,1.24,3,7.38,16.8,3.21,7.02,1.06,2.27,1.23,3.37,1.8,4.24,1.54,5.91,0,0,6.33,28.7,6.13,13.44,4.94,12.83
March,Week 11,Tuesday,KTV Group,Molle e ndaluar,Serial,02:00:00-26:00:00,15:30:00,0.1,0.39,0.04,0.17,0,0,0,0,0,0,0,0,0.14,0.6,0.19,0.64,0,0,0.36,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1.01
March,Week 11,Tuesday,KTV Group,Molle e ndaluar,Serial,02:00:00-26:00:00,15:30:00,2.06,7.96,0.96,3.86,0,0,0.47,1.61,0.98,6.83,1.08,4.69,1.11,4.93,2.75,9.13,3.03,9.14,3.61,8.81,0.78,2.4,0.06,0.23,0,0,4.18,20.47,0.42,1.58,3.27,11.4,1.38,5.57
March,Week 11,Tuesday,KTV Group,Molle e ndaluar,Serial,02:00:00-26:00:00,21:20:00,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
March,Week 11,Tuesday,KTV Group,Molle e ndaluar,Serial,02:00:00-26:00:00,21:20:00,3.52,9.52,2.32,6.39,3.61,16.65,1.6,5.4,0.47,1.63,2.36,6.58,3.71,9.81,4.04,9.68,2.92,5.74,5.23,10.68,0.76,1.92,2.71,5.93,1.25,5.98,4.33,12.32,0,0,12.23,25.21,2.19,6.3
March,Week 11,Tuesday,KTV Group,Promo,Reklama,02:00:00-26:00:00,06:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Promo,Reklama,02:00:00-26:00:00,06:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Promo,Reklama,02:00:00-26:00:00,14:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Promo,Reklama,02:00:00-26:00:00,14:50:00,1.33,4.82,1.22,4.66,0,0,0.45,1.52,0.95,5.18,1.55,6.2,1.11,4.81,2.36,7.49,0.87,2.61,3.48,8.49,0,0,0.77,2.34,0,0,3.97,22.54,0,0,0,0,1.63,5.83
March,Week 11,Tuesday,KTV Group,Promo,Reklama,02:00:00-26:00:00,15:25:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Promo,Reklama,02:00:00-26:00:00,15:25:00,2.1,7.49,0.94,3.64,0,0,0,0,0.41,2.48,0.8,3.12,1.11,4.81,4.01,13.25,2.93,8.17,4.02,9.4,1.06,3.21,0,0,0,0,5.34,26.69,0,0,3.27,11.4,0.7,2.63
March,Week 11,Tuesday,KTV Group,Raport - r,Emision informativ,02:00:00-26:00:00,12:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Raport - r,Emision informativ,02:00:00-26:00:00,12:30:00,0.43,1.75,1.2,5.2,0,0,0,0,0.01,0.08,0.84,4.17,0.14,0.76,0.92,3.24,1.56,4.39,4.48,10.87,0,0,2.05,5.47,0.35,2.03,1.81,8.29,0.06,0.21,0,0,0.51,2.75
March,Week 11,Tuesday,KTV Group,Sot,Emision i mengjesit,02:00:00-26:00:00,07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Sot,Emision i mengjesit,02:00:00-26:00:00,07:00:00,0.51,5.81,0.2,3.28,0.54,14.53,0.01,0.15,0.14,4.12,0.31,6.08,0.58,5.54,0.01,0.15,0.99,8.1,0.05,0.37,0.01,0.29,0,0,0.91,12.11,0.82,6.92,0.25,4,0,0,0.36,4.83
March,Week 11,Tuesday,KTV Group,Sot,Emision i mengjesit,02:00:00-26:00:00,09:10:00,1.78,9.14,0.97,6.87,3.6,25.97,0.43,2.8,1.45,14.73,1.32,13.15,2.05,10.15,0.29,1.71,0.76,3.01,0.63,2.2,0,0.02,0.22,1.6,0.05,0.25,6.4,25.6,0,0,0,0,0.78,6.58
March,Week 11,Tuesday,KTV Group,Sot,Emision i mengjesit,02:00:00-26:00:00,09:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Sporti ne KTV,Sport,02:00:00-26:00:00,19:40:00,4.29,11.85,4.79,13.18,3.51,14.73,6.4,19.09,1.7,5.94,4.45,13.31,2.03,5,8.91,21.05,5.95,13.21,3.38,7.5,3.66,10.19,5.07,11.97,3.84,15.89,0,0,12.67,64.05,6.13,13.44,5.35,14.04
March,Week 11,Tuesday,KTV Group,Sporti ne KTV,Sport,02:00:00-26:00:00,19:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Top Shop,Reklama,02:00:00-26:00:00,10:30:00,0.4,1.78,0.77,4.24,0,0,0,0,1.34,12.68,0,0,0.98,5.19,1.84,7.53,0.45,1.57,0,0,0,0,2.32,8.41,0,0,0.83,4.45,0,0,0,0,0.31,1.74
March,Week 11,Tuesday,KTV Group,Top Shop,Reklama,02:00:00-26:00:00,10:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Top Shop,Reklama,02:00:00-26:00:00,11:45:00,0.18,0.71,0.41,1.81,0,0,0,0,0,0,0.16,0.76,0,0,1.51,5.81,0.23,0.67,0.58,1.36,0.01,0.03,0,0,0.3,1.67,1.09,5.09,0,0,0,0,0.24,1.42
March,Week 11,Tuesday,KTV Group,Top Shop,Reklama,02:00:00-26:00:00,11:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Top Shop,Reklama,02:00:00-26:00:00,16:15:00,0.16,0.61,0.07,0.26,0,0,0,0,0,0,0,0,0.21,0.86,0.3,0.95,0,0,0.56,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0.39,1.61
March,Week 11,Tuesday,KTV Group,Top Shop,Reklama,02:00:00-26:00:00,16:15:00,1.53,6.04,0.83,3.2,0,0,0,0,0.41,2.54,1.2,5.18,1.38,5.65,1.8,5.73,2.8,8.58,1.7,4.31,0.47,1.4,0.43,1.35,0,0,3.64,17.48,0,0,3.27,11.4,0.61,2.5
March,Week 11,Tuesday,KTV Group,Via Balcanica,Serial,02:00:00-26:00:00,04:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Tuesday,KTV Group,Via Balcanica,Serial,02:00:00-26:00:00,04:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Wednesday,T7 Group,Dpt te Fidani,Emision,02:00:00-26:00:00,13:45:00,0.7,3.13,0.32,1.35,0.06,0.26,0,0,0.01,0.05,0.03,0.17,0.62,2.82,0,0,2.52,8.4,1.27,3.39,0,0,1.06,3.56,2.11,22.11,0.03,0.1,0.26,2.33,0,0,0.36,1.57
March,Week 11,Wednesday,T7 Group,Dpt te Fidani,Emision,02:00:00-26:00:00,13:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Wednesday,T7 Group,Dpt te Fidani,Emision,02:00:00-26:00:00,22:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Wednesday,T7 Group,Dpt te Fidani,Emision,02:00:00-26:00:00,22:30:00,0.48,1.85,0.95,3.94,0.13,0.69,0.3,1.55,0.52,2.3,0.05,0.22,2.2,8.54,0.07,0.32,0.78,2.04,2.02,5.71,0,0,0.54,1.68,0.47,5.27,0.18,0.74,1.25,4.73,0.04,0.11,1.61,6.53
March,Week 11,Wednesday,T7 Group,Emision informativ,Emision informativ,02:00:00-26:00:00,15:55:00,0.99,3.58,0.7,2.67,0.23,1.02,0.02,0.13,0.06,0.25,0.14,0.52,0.77,3.42,0.09,0.32,3.97,11.14,2.23,4.95,0.15,0.49,0.06,0.18,2.4,16.55,0.2,0.62,5.36,23.87,0.25,0.74,0.62,2.75
March,Week 11,Wednesday,T7 Group,Emision informativ,Emision informativ,02:00:00-26:00:00,15:55:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Wednesday,T7 Group,Frontal,Lajme,02:00:00-26:00:00,10:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Wednesday,T7 Group,Frontal,Lajme,02:00:00-26:00:00,10:05:00,0.37,1.6,0.05,0.25,0,0,0.06,0.24,0,0,0.2,1.12,0.03,0.12,0.09,0.27,0.07,0.27,2.06,6.37,0,0,0,0,0,0,0.96,4.5,0,0,0.13,0.44,0.11,0.51
March,Week 11,Wednesday,T7 Group,Frontal live,Lajme,02:00:00-26:00:00,17:00:00,3.87,11.09,2.29,7.48,0.09,0.39,0,0,4.62,19.54,0.51,1.57,4.97,13.8,4.29,12.05,4.94,11.11,7.59,15.8,4.1,11.47,3.45,8.98,6.41,29.95,3.55,9.98,0,0,2.23,4.27,1.81,6.72
March,Week 11,Wednesday,T7 Group,Frontal live,Lajme,02:00:00-26:00:00,17:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Wednesday,T7 Group,Gjesi live,Emision,02:00:00-26:00:00,07:00:00,0.35,4.07,0.03,0.39,0.17,2.36,0,0,0,0.07,0.06,1.32,0.09,1.23,0,0,0.02,0.29,1.92,14.62,0.03,0.94,0,0.05,0,0,0.97,7.46,0,0,0,0,0.02,0.18
March,Week 11,Wednesday,T7 Group,Gjesi live,Emision,02:00:00-26:00:00,07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Wednesday,T7 Group,Lajme & Sport,Lajme,02:00:00-26:00:00,09:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Wednesday,T7 Group,Lajme & Sport,Lajme,02:00:00-26:00:00,09:15:00,0.55,3.01,0.17,1.16,0,0,0,0,0,0,0.53,4.12,0.02,0.15,0.38,1.73,0.26,1.17,2.46,9.93,0,0,0,0,0,0,1.38,7.41,0,0,0.45,3.32,0.25,1.43
March,Week 11,Wednesday,T7 Group,Lajme & Sport,Lajme,02:00:00-26:00:00,15:00:00,1.77,6.83,1.24,4.79,0,0,1.43,7.25,1.78,8.37,0.87,3.67,0.3,1.29,0.79,2.65,4.51,13.03,4.15,11.22,0.05,0.16,2.18,6.09,1.22,10.41,0.2,0.65,0,0,0,0,3.46,15.02
March,Week 11,Wednesday,T7 Group,Lajme & Sport,Lajme,02:00:00-26:00:00,15:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,Week 11,Wednesday,T7 Group,Lajmet Qendrore,Lajme,02:00:00-26:00:00,19:30:00,2.91,7.73,6.33,16.97,10.67,32.58,1.96,6.39,3.14,10.1,0.2,0.64,7.34,20.17,2.76,6.5,4.27,8.66,10.13,18.4,1.58,3.39,11.27,27.66,0,0,11.18,23.83,0,0,1.39,2.89,1.6,5.39
March,Week 11,Wednesday,T7 Group,Lajmet Qendrore,Lajme,02:00:00-26:00:00,19:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
